5.741656300714458316e-01,4.193372481386145045e-01,5.764452774962093295e-01,5.004781055520377553e-01,4.977271391953631552e-01,7.062070787497092272e-01,8.330606557729189898e-01,9.353626471874905146e-01,5.404936607631128931e-01,4.882687336636905018e-01,9.611083454728964748e-01,5.414746356206161515e-01,8.532062480943416460e-01,8.501818077744258684e-01,1.202829497030676986e+00,5.837065739529764263e-01,7.754871945181120996e-01,7.895937553904857076e-01,1.285389680959686975e+00,7.719285499476892243e-01,1.394499523294319809e+00,1.122026550392798194e+00,4.271496727472924304e-01,7.940654146753656217e-01,7.750998628127524492e-01,1.135135111772777261e+00,6.521634820337010030e-01,8.637923780933011164e-01,5.888169078496952036e-01,9.612966962944561322e-01,1.181426785588708395e+00,1.086346803749342893e+00,1.127734276568832072e+00,1.276641782171404671e+00,1.050762611674751046e+00,9.808308697306602486e-01,6.008292763819446103e-01,1.268551743338891757e+00,1.770013070443497538e+00,1.035962793101961044e+00,8.725012925556911991e-01,1.298094266148064335e+00,1.078184773759991000e+00,1.351561136867370339e+00,8.240431828697800665e-01,7.151414847340725744e-01,7.469478470925049463e-01,1.038876462157938496e+00,6.595312631311155416e-01,1.063108271312507735e+00
3.368059807082172119e-01,3.881894860624240939e-01,3.837357927494334242e-01,4.453929943557407012e-01,9.505062950218068352e-01,1.051792071886946900e+00,6.508742999530336970e-01,4.169904619997629736e-01,8.245614215361317667e-01,5.345175479826431708e-01,6.952296507288251437e-01,4.575981226534341362e-01,3.592531548175067480e-01,6.844396144053954689e-01,5.736950366844321136e-01,8.739400520504648773e-01,1.050987431077650358e+00,7.218665687130580988e-01,9.664636181807317872e-01,6.784136566205526409e-01,9.689969233742925514e-01,6.374398640078580147e-01,3.857597431744321237e-01,9.178648534592037667e-01,1.189506976421333295e+00,1.011489902950742259e+00,9.021744637876801809e-01,1.180286591879982971e+00,8.296883166595048209e-01,5.319980322664241701e-01,6.111334806819499477e-01,1.548296911706801948e+00,8.699746372814054496e-01,4.669714616077405012e-01,1.111253710703997477e+00,1.039362415961866848e+00,1.210094408213205019e+00,1.111536697199036583e+00,7.639442219375879306e-01,1.004484039351913438e+00,8.550400214371359775e-01,8.970021729076023131e-01,9.239648378324691880e-01,7.175052013491997061e-01,6.055634161598171250e-01,1.007722276354696467e+00,1.438284343824064004e+00,1.405577055210191606e+00,1.360958432171957222e+00,7.272125854842405035e-01
4.062337682786257842e-01,5.624612176101708716e-01,2.987860580762757290e-01,3.126432126411810009e-01,1.222050906398639558e+00,7.370130418331182209e-01,7.170452492428556202e-01,4.208912765015152546e-01,6.442414841592812857e-01,7.349894367167155718e-01,9.608650641588181163e-01,1.366415052877821168e+00,7.460648189328600299e-01,1.016875456292877011e+00,8.019753719426774285e-01,9.966940031213805673e-01,4.461565624674984076e-01,1.074975504098726331e+00,6.250273734303900541e-01,1.077561692504847235e+00,9.231189633219110124e-01,9.055742586895245694e-01,5.538469631414145722e-01,5.165579844262396803e-01,8.224630153965198920e-01,8.720485356935681054e-01,8.620717451844125412e-01,5.345884674895869937e-01,9.834993049297038326e-01,6.369216612064871885e-01,1.218093405782827210e+00,7.467601427740283571e-01,1.724993215084889897e+00,1.120807372608922714e+00,5.653025979467354301e-01,9.229734685192001464e-01,9.274601322561124572e-01,4.222971963415309560e-01,1.048207878467898535e+00,1.450116562175208124e+00,1.097151186274015089e+00,1.390868520177794831e+00,8.659118100916961547e-01,6.711212194687197208e-01,9.762539330697226347e-01,7.628062820675438616e-01,6.478075046589866215e-01,4.339237242720819232e-01,7.270633330243717607e-01,1.039675738711006714e+00
3.901612276898153153e-01,5.827982002200436940e-01,3.960114110646566488e-01,3.764756856800323681e-01,6.089949479687993827e-01,7.130251687795448046e-01,2.764028751670565831e-01,5.592188412353072957e-01,6.177580811046559095e-01,1.013156746808809849e+00,6.344605658728857955e-01,8.629611089452687844e-01,8.806555285063668581e-01,9.040448649779551094e-01,7.917423281542033120e-01,4.559376570032859233e-01,9.622507559608604044e-01,1.087650370196515226e+00,7.484732778597205094e-01,9.668275924764513363e-01,6.853663755236922839e-01,6.319011555285152237e-01,8.101716549461658312e-01,9.002856471929723270e-01,5.575595797303801726e-01,7.830091154899583294e-01,1.255196136561835374e+00,1.099571085041019192e+00,7.631092937550340016e-01,9.327432830304381861e-01,1.052678746869586623e+00,7.019355836843577112e-01,7.438450283006317054e-01,6.448507581974756153e-01,8.771810159724260370e-01,4.406982551608311094e-01,8.591534417798500911e-01,1.166992365831899026e+00,1.167141896072155349e+00,1.097996113995755696e+00,9.433538343483421906e-01,4.808592129246287428e-01,7.147491361448718994e-01,8.911033298717880857e-01,8.832678780253910844e-01,1.434817672040019643e+00,1.471079557029870699e+00,1.177021442640578064e+00,7.921081254677340144e-01,1.116410252401441872e+00
1.285806455762622091e+00,9.818031318792408424e-01,5.796336361695816342e-01,7.773708801736883833e-01,6.515131564730566316e-01,5.511244158710398855e-01,7.118690159010243601e-01,6.204998176464415760e-01,4.989274947662377668e-01,9.173232637673949252e-01,9.659134881070123857e-01,6.966732012821410525e-01,4.790186725593114092e-01,9.414924215827978893e-01,1.088039857723132275e+00,8.117571329610535624e-01,1.133437135692114683e+00,7.307459121975928840e-01,8.494758341153463288e-01,9.656400123903965405e-01,9.728578789887339928e-01,6.793653310869245399e-01,1.517143358602236036e+00,8.775823697972423565e-01,8.722228570276986392e-01,6.509370679369865798e-01,1.327152021863967635e+00,1.101678430729995384e+00,8.085651880541859793e-01,5.944040122599977272e-01,6.519110370780101249e-01,8.366138212806598640e-01,1.097440740260445802e+00,7.816229928523898973e-01,8.209773260231962855e-01,1.340026884818275477e+00,1.026040034977905080e+00,8.707006490335617022e-01,6.417103755425569434e-01,7.008516732724137110e-01,9.426488965832356959e-01,1.332608980231402951e+00,1.185896645193845078e+00,1.133959941276335925e+00,1.289503629040055221e+00,6.753428472715212738e-01,7.138290552409372047e-01,9.029508503490454308e-01,1.202602278610280129e+00,1.009103977471586644e+00
5.300155770374360698e-01,5.929295044267764991e-01,5.800929580546957398e-01,3.407339363433394830e-01,6.236819960170465471e-01,1.006898227132684287e+00,6.724525705250821161e-01,6.666378264990298064e-01,3.183739386927515458e-01,6.725415607962019759e-01,7.504722956456577609e-01,8.539761522563307228e-01,6.567266555435302688e-01,8.971902867692594929e-01,1.157204394474122378e+00,9.237119620859189917e-01,8.490120392254777437e-01,8.444780659657509236e-01,7.584854561437421872e-01,1.176289351463141841e+00,6.478024859176740868e-01,1.265953588132177732e+00,8.079242046124346377e-01,4.906816998979433575e-01,1.390757528725843128e+00,9.806663761095638643e-01,6.477106057327171040e-01,1.140367151743203689e+00,7.268382591302235962e-01,1.291551108018567984e+00,9.478579808951085317e-01,9.476945815813104801e-01,1.237437006470176737e+00,5.904157337226455526e-01,4.749081193997464756e-01,4.291632342150575319e-01,7.102654497828562175e-01,6.217819627812577465e-01,1.231055475103008279e+00,1.373937568336568216e+00,5.877324493365494451e-01,9.604347855587676008e-01,6.680630585812187272e-01,1.094223963275372746e+00,1.315855091316102676e+00,6.384048762671435950e-01,7.502806224407003732e-01,1.188744225443657099e+00,1.430365617600021455e+00,9.704627745908190883e-01
7.706290380255998995e-01,5.875831565886140417e-01,1.139873993167532351e+00,4.840186990276206247e-01,9.720789082700378447e-01,7.630656449396545637e-01,1.135200479392225681e+00,4.008073219845509350e-01,5.770255146990428408e-01,7.006557081830206979e-01,8.244796548205327591e-01,5.252228131803788891e-01,9.624258435728287875e-01,7.863548246142630926e-01,5.681063486988587874e-01,1.004295910914184464e+00,6.111799158651621822e-01,6.501828428220118861e-01,7.083256309488914493e-01,9.903712014004583120e-01,1.253901724183800415e+00,9.424531446448867200e-01,7.063588662199363766e-01,9.591685930764167756e-01,6.000263220726839153e-01,1.117030683762100240e+00,7.184585481460017409e-01,6.813403399824842221e-01,1.181520758607133237e+00,9.070129316312588452e-01,1.201565998092936294e+00,8.880194203367638428e-01,1.304715192898647569e+00,9.595266326924747347e-01,6.494064579017211347e-01,1.148516356656672066e+00,1.147596864113857418e+00,9.124158605532576294e-01,7.030470552657063221e-01,7.053141480020569398e-01,9.168439025777672668e-01,1.396280018932890110e+00,1.448629608613288600e+00,6.773632621331511228e-01,9.817375929835462367e-01,6.242687015656540606e-01,1.067956491571931510e+00,1.104657743935365755e+00,9.410633883300481006e-01,1.676836905008516565e+00
6.617036272459106971e-01,9.972597833142391455e-01,8.679954943353884733e-01,6.355310571403068876e-01,6.541156738475218946e-01,5.181722106084019064e-01,8.295540364185527427e-01,5.360069889585747926e-01,5.193780968635175466e-01,8.719571373925474322e-01,7.616552901918467455e-01,7.827064182418120852e-01,8.078924616438121209e-01,9.749570574133089584e-01,8.965141326440628777e-01,7.170334015694144192e-01,4.591270421419166858e-01,7.360028512330468731e-01,7.270870193964225070e-01,5.641315015162258195e-01,6.595729309026736598e-01,6.892189068027421150e-01,8.688300901137191445e-01,1.356831099660183781e+00,7.692559282120059461e-01,9.093736190254965157e-01,7.956544139933273696e-01,1.001287891494058835e+00,7.990925514174578304e-01,7.726382739114137088e-01,9.769535444423480541e-01,1.162451633945118523e+00,8.474131869279840634e-01,1.429170542570376456e+00,1.187363071007345283e+00,1.189559317256228432e+00,8.055967265510540765e-01,1.120064497413561622e+00,7.728884605280648135e-01,6.899791840898316098e-01,1.498902414609310174e+00,9.593488200897798412e-01,9.632952344759223573e-01,8.954272630499708896e-01,8.346648660832240996e-01,1.369987936179105414e+00,6.464643121870754516e-01,5.414505181271691558e-01,7.588544487006800843e-01,1.172026178485556347e+00
7.524461323441744565e-01,6.076890355521088471e-01,6.911717731578296275e-01,5.908702054281831373e-01,6.056405063824157331e-01,5.874887011863401121e-01,3.710830168902409243e-01,5.845662538424999388e-01,8.677450959349861659e-01,9.107804633461948907e-01,5.244395770484044927e-01,7.915385961657508407e-01,6.939036427011875396e-01,4.633562805161301479e-01,6.011854105569157669e-01,1.156558695877929477e+00,1.008659344197661012e+00,6.560260057241198428e-01,8.742422211153199063e-01,1.193257361844907605e+00,7.116599375350055601e-01,1.003623980498730806e+00,1.171126583411969069e+00,8.843629148867000467e-01,7.352922449788507064e-01,7.138154284837583408e-01,9.117354095410410419e-01,9.474980722390092813e-01,5.535665168011210113e-01,6.868997037496171743e-01,1.218842534785292475e+00,8.569306960483673574e-01,8.258944909708014759e-01,1.000784615615008200e+00,1.046630475089790346e+00,1.098648648922148308e+00,1.023392788105244033e+00,6.885645591074645022e-01,9.306069673118455565e-01,1.607633519641700648e+00,1.136397750367406534e+00,1.509516699928636463e+00,1.153416818233057084e+00,8.172842199180838652e-01,9.538649564834047467e-01,1.146413405598276203e+00,1.150927743406779058e+00,7.679018200782746773e-01,7.710568677785091252e-01,9.878125382324534076e-01
4.944405950905699787e-01,4.581084845985800014e-01,6.407062988847569418e-01,5.170217652175567169e-01,1.082686024619243570e+00,1.697788310804281497e+00,6.877882309572338482e-01,1.124220073696317268e+00,9.694755853065307738e-01,8.965786756597153850e-01,6.316981049602047316e-01,7.300400947206826530e-01,9.582501560076271963e-01,1.066946185461564722e+00,7.378598692269117132e-01,6.819376836299636535e-01,9.052282157101572135e-01,8.035285628631220201e-01,1.268906126519415478e+00,8.209682945754019912e-01,7.222032120474193295e-01,6.612332939876213178e-01,9.759846452077688417e-01,8.578454628283335159e-01,9.719670978829755281e-01,7.815737168100221899e-01,6.893272206233354016e-01,1.286160487824374421e+00,1.000003008351644684e+00,1.036678965422484167e+00,1.066591554340773795e+00,1.089280993061208402e+00,1.254627621262487391e+00,7.040895770327862957e-01,9.481031767878749239e-01,1.057423472716818136e+00,1.143489199529585054e+00,8.025540482919083507e-01,7.191837717528196672e-01,8.958595491168301894e-01,1.450299143102019128e+00,1.043889243460127902e+00,1.149220832124113523e+00,1.147166604741382878e+00,1.207157941151437042e+00,1.026428767115104446e+00,9.913737505561490693e-01,7.828581034741854960e-01,7.660536468988348169e-01,1.057126102109926524e+00
